Con Vendedor;Tipo canal;Activo;Fecha Vinculación;Fecha retiro;SUCURSAL FINAL;Oficina;Segmentacion;caracteristicas;Estado;Año_Vinculacion;Mes_Vinculacion;Tiempo_Compañia;;
4676;Minorista;0;13/06/2012;11/05/2015;RISARALDA;20008;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2012;6;3,0;;
5982;Mayorista;1;17/01/2017;;VALLE;10004;Deserción Tipo V;Niveles bajos de deserción;Activo;2017;1;3,0;;
4929;Minorista;0;25/08/2014;26/07/2017;RISARALDA;20008;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2014;8;3,0;;
A5544;Minorista;0;30/06/2015;2/06/2018;VALLE;10004;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2015;6;3,0;;
5674;Minorista;0;30/06/2015;2/06/2018;CALDAS;20005;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2015;6;3,0;;
5647;Minorista;0;30/06/2015;2/06/2018;BOLIVAR;20002;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2015;6;3,0;;
5641;Minorista;0;30/06/2015;2/06/2018;BOLIVAR;20002;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2015;6;3,0;;
190;Mayorista;0;30/06/2015;2/06/2018;NORTE DE SANTANDER;20003;Deserción Tipo V;Niveles bajos de deserción;Inactivo;2015;6;3,0;;
5252;Mayorista;0;29/01/2015;2/01/2018;CESAR;20012;Deserción Tipo V;Niveles bajos de deserción;Inactivo;2015;1;3,0;;
6018;Mayorista;1;11/01/2017;;BOGOTA COORDINADORA;10001;Deserción Tipo V;Niveles bajos de deserción;Activo;2017;1;3,0;;
4186;Minorista;0;24/09/2010;30/08/2013;ATLANTICO;10005;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2010;9;3,0;;
6039;Minorista;1;2/01/2017;;BOLIVAR;20002;Deserción Tipo V;Niveles bajos de deserción;Activo;2017;1;3,0;;
5381;Minorista;0;19/01/2015;2/01/2018;ATLANTICO;10005;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2015;1;3,0;;
3605;Minorista;0;31/07/2013;15/07/2016;CESAR;20012;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2013;7;3,0;;
A4731;Mayorista;0;12/11/2012;29/10/2015;ANTIOQUIA;10003;Deserción Tipo V;Niveles bajos de deserción;Inactivo;2012;11;3,0;;
5990;Minorista;1;28/12/2016;;BOGOTA COORDINADORA;10001;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Activo;2016;12;3,0;;
5980;Minorista;1;27/12/2016;;ATLANTICO;10005;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Activo;2016;12;3,0;;
4649;Minorista;0;16/04/2012;5/04/2015;BOYACA;20011;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2012;4;3,0;;
4220;Minorista;0;22/07/2010;10/07/2013;SANTANDER;10006;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2010;7;3,0;;
5354;Minorista;0;19/08/2015;9/08/2018;VALLE;10004;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2015;8;3,0;;
4989;Minorista;0;23/07/2013;14/07/2016;CESAR;20012;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2013;7;3,0;;
5708;Mayorista;0;8/02/2015;31/01/2018;ANTIOQUIA;10003;Deserción Tipo V;Niveles bajos de deserción;Inactivo;2015;2;3,0;;
5569;Mayorista;0;8/02/2015;31/01/2018;BOGOTA COORDINADORA;10001;Deserción Tipo V;Niveles bajos de deserción;Inactivo;2015;2;3,0;;
5481;Minorista;0;8/02/2015;31/01/2018;BOGOTA CUNDINAMARCA;10001;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2015;2;3,0;;
A5395;Minorista;0;7/01/2015;2/01/2018;BOGOTA COORDINADORA;10001;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2015;1;3,0;;
5580;Mayorista;0;7/01/2015;2/01/2018;BOGOTA COORDINADORA;10001;Deserción Tipo V;Niveles bajos de deserción;Inactivo;2015;1;3,0;;
5517;Minorista;0;7/01/2015;2/01/2018;BOGOTA COORDINADORA;10001;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2015;1;3,0;;
5490;Minorista;0;7/01/2015;2/01/2018;BOGOTA COORDINADORA;10001;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2015;1;3,0;;
5484;Minorista;0;7/01/2015;2/01/2018;BOGOTA COORDINADORA;10001;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2015;1;3,0;;
5482;Minorista;0;7/01/2015;2/01/2018;BOGOTA CUNDINAMARCA;10001;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2015;1;3,0;;
5472;Minorista;0;7/01/2015;2/01/2018;BOGOTA COORDINADORA;10001;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2015;1;3,0;;
5438;Minorista;0;7/01/2015;2/01/2018;ATLANTICO;10005;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2015;1;3,0;;
5383;Minorista;0;7/01/2015;2/01/2018;ATLANTICO;10005;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2015;1;3,0;;
3968;Minorista;0;6/10/2011;3/10/2014;SANTANDER;10006;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2011;10;3,0;;
A4742;Minorista;0;24/12/2012;24/12/2015;RISARALDA;20008;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2012;12;3,0;;
173;Minorista;0;11/07/2012;11/07/2015;ANTIOQUIA;10003;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2012;7;3,0;;
1672;Minorista;0;2/10/2011;2/10/2014;CAQUETA;30002;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2011;10;3,0;;
3423;Minorista;0;2/10/2011;3/10/2014;SANTANDER;10006;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2011;10;3,0;;
5244;Minorista;0;30/12/2014;2/01/2018;ANTIOQUIA;10003;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2014;12;3,1;;
5996;Minorista;0;16/06/2016;21/06/2019;BOGOTA CUNDINAMARCA;10001;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2016;6;3,1;;
456;Minorista;0;1/08/2010;5/08/2013;HUILA;20007;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2010;8;3,1;;
4836;Minorista;0;20/11/2012;30/11/2015;BOGOTA CUNDINAMARCA;10001;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2012;11;3,1;;
5129;Minorista;0;27/06/2014;9/07/2017;CESAR;20012;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2014;6;3,1;;
5285;Minorista;0;23/04/2015;7/05/2018;NORTE DE SANTANDER;20003;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2015;4;3,1;;
4492;Mayorista;0;25/10/2011;8/11/2014;BOYACA;20011;Deserción Tipo V;Niveles bajos de deserción;Inactivo;2011;10;3,1;;
A3802;Minorista;0;13/05/2015;29/05/2018;CALDAS;20005;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2015;5;3,1;;
A5107;Minorista;0;16/12/2014;2/01/2018;CAUCA;20009;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2014;12;3,1;;
4472;Minorista;0;10/03/2011;28/03/2014;BOGOTA CUNDINAMARCA;10001;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2011;3;3,1;;
4770;Minorista;0;9/10/2012;29/10/2015;BOGOTA CUNDINAMARCA;10001;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2012;10;3,1;;
5138;Mayorista;0;6/03/2014;28/03/2017;ANTIOQUIA;10003;Deserción Tipo V;Niveles bajos de deserción;Inactivo;2014;3;3,1;;
5007;Mayorista;0;6/03/2014;28/03/2017;ANTIOQUIA;10003;Deserción Tipo V;Niveles bajos de deserción;Inactivo;2014;3;3,1;;
A5665;Minorista;0;7/01/2015;31/01/2018;BOYACA;20011;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2015;1;3,1;;
A5601;Minorista;0;7/01/2015;31/01/2018;ANTIOQUIA;10003;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2015;1;3,1;;
A5566;Minorista;0;7/01/2015;31/01/2018;NORTE DE SANTANDER;20003;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2015;1;3,1;;
A5452;Mayorista;0;7/01/2015;31/01/2018;BOGOTA CUNDINAMARCA;10001;Deserción Tipo V;Niveles bajos de deserción;Inactivo;2015;1;3,1;;
5783;Mayorista;0;7/01/2015;31/01/2018;BOGOTA COORDINADORA;10001;Deserción Tipo V;Niveles bajos de deserción;Inactivo;2015;1;3,1;;
5782;Minorista;0;7/01/2015;31/01/2018;BOGOTA COORDINADORA;10001;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2015;1;3,1;;
5775;Mayorista;0;7/01/2015;31/01/2018;BOGOTA COORDINADORA;10001;Deserción Tipo V;Niveles bajos de deserción;Inactivo;2015;1;3,1;;
5746;Minorista;0;7/01/2015;31/01/2018;HUILA;20007;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2015;1;3,1;;
5739;Mayorista;0;7/01/2015;31/01/2018;BOGOTA COORDINADORA;10001;Deserción Tipo V;Niveles bajos de deserción;Inactivo;2015;1;3,1;;
5737;Minorista;0;7/01/2015;31/01/2018;BOGOTA CUNDINAMARCA;10001;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2015;1;3,1;;
5732;Mayorista;0;7/01/2015;31/01/2018;MAGDALENA;30005;Deserción Tipo V;Niveles bajos de deserción;Inactivo;2015;1;3,1;;
5710;Mayorista;0;7/01/2015;31/01/2018;HUILA;20007;Deserción Tipo V;Niveles bajos de deserción;Inactivo;2015;1;3,1;;
5658;Minorista;0;7/01/2015;31/01/2018;SANTANDER;10006;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2015;1;3,1;;
5629;Minorista;0;7/01/2015;31/01/2018;CAUCA;20009;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2015;1;3,1;;
5614;Mayorista;0;7/01/2015;31/01/2018;BOGOTA COORDINADORA;10001;Deserción Tipo V;Niveles bajos de deserción;Inactivo;2015;1;3,1;;
5545;Minorista;0;7/01/2015;31/01/2018;BOGOTA CUNDINAMARCA;10001;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2015;1;3,1;;
5486;Minorista;0;7/01/2015;31/01/2018;BOGOTA CUNDINAMARCA;10001;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2015;1;3,1;;
1749;Minorista;0;7/01/2015;31/01/2018;VALLE;10004;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2015;1;3,1;;
A5710;Minorista;0;6/01/2015;31/01/2018;ARAUCA;30001;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2015;1;3,1;;
5099;Mayorista;0;3/03/2014;28/03/2017;BOLIVAR;20002;Deserción Tipo V;Niveles bajos de deserción;Inactivo;2014;3;3,1;;
6000;Minorista;1;17/11/2016;;BOYACA;20011;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Activo;2016;11;3,1;;
6122;Mayorista;0;2/10/2017;30/10/2020;HUILA;20007;Deserción Tipo V;Niveles bajos de deserción;Inactivo;2017;10;3,1;;
3742;Minorista;0;1/08/2010;30/08/2013;ATLANTICO;10005;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2010;8;3,1;;
3729;Minorista;0;1/08/2010;30/08/2013;ATLANTICO;10005;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2010;8;3,1;;
3669;Minorista;0;1/08/2010;30/08/2013;ATLANTICO;10005;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2010;8;3,1;;
5211;Mayorista;0;21/10/2014;20/11/2017;QUINDIO;20001;Deserción Tipo V;Niveles bajos de deserción;Inactivo;2014;10;3,1;;
5989;Mayorista;1;14/11/2016;;BOGOTA COORDINADORA;10001;Deserción Tipo V;Niveles bajos de deserción;Activo;2016;11;3,1;;
5103;Minorista;0;27/03/2014;27/04/2017;CESAR;20012;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2014;3;3,1;;
4660;Minorista;0;5/08/2012;6/09/2015;VALLE;10004;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2012;8;3,1;;
A4664;Minorista;0;25/09/2012;29/10/2015;BOGOTA CUNDINAMARCA;10001;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2012;9;3,1;;
A4964;Minorista;0;19/02/2014;28/03/2017;CAUCA;20009;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2014;2;3,1;;
1781;Minorista;0;2/10/2011;8/11/2014;ARAUCA;30001;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2011;10;3,1;;
5170;Mayorista;0;25/11/2014;2/01/2018;VALLE;10004;Deserción Tipo V;Niveles bajos de deserción;Inactivo;2014;11;3,2;;
5983;Mayorista;0;11/05/2016;21/06/2019;ATLANTICO;10005;Deserción Tipo V;Niveles bajos de deserción;Inactivo;2016;5;3,2;;
4783;Minorista;0;17/09/2012;29/10/2015;BOGOTA CUNDINAMARCA;10001;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2012;9;3,2;;
4743;Minorista;0;16/08/2012;29/09/2015;VALLE;10004;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2012;8;3,2;;
5223;Minorista;0;19/11/2014;2/01/2018;HUILA;20007;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2014;11;3,2;;
4778;Minorista;0;13/09/2012;29/10/2015;ANTIOQUIA;10003;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2012;9;3,2;;
4377;Minorista;0;11/02/2011;28/03/2014;BOGOTA CUNDINAMARCA;10001;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2011;2;3,2;;
6116;Minorista;0;18/09/2017;5/11/2020;BOLIVAR;20002;Deserción Tipo V;Niveles bajos de deserción;Inactivo;2017;9;3,2;;
A3768;Mayorista;0;3/07/2013;22/08/2016;META;20013;Deserción Tipo V;Niveles bajos de deserción;Inactivo;2013;7;3,2;;
6143;Minorista;0;7/12/2017;27/01/2021;PUTUMAYO;30003;Deserción Tipo V;Niveles bajos de deserción;Inactivo;2017;12;3,2;;
A4569;Minorista;0;22/04/2013;14/06/2016;QUINDIO;20001;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2013;4;3,2;;
2115;Minorista;0;1/08/2010;24/09/2013;ARAUCA;30001;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2010;8;3,2;;
5143;Minorista;0;7/11/2014;2/01/2018;BOGOTA CUNDINAMARCA;10001;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2014;11;3,2;;
5006;Minorista;0;23/12/2013;17/02/2017;NORTE DE SANTANDER;20003;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2013;12;3,2;;
4702;Minorista;0;18/07/2012;17/09/2015;SANTANDER;10006;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2012;7;3,2;;
4365;Minorista;0;2/12/2014;31/01/2018;CAQUETA;30002;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2014;12;3,2;;
5127;Minorista;0;22/05/2014;26/07/2017;GUAJIRA;20010;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2014;5;3,2;;
A5085;Mayorista;0;28/10/2014;2/01/2018;ANTIOQUIA;10003;Deserción Tipo V;Niveles bajos de deserción;Inactivo;2014;10;3,2;;
581;Minorista;0;23/08/2010;29/10/2013;VALLE;10004;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2010;8;3,2;;
5852;Minorista;0;22/06/2015;29/08/2018;ATLANTICO;10005;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2015;6;3,2;;
1931;Minorista;0;15/10/2009;24/12/2012;ANTIOQUIA;10003;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2009;10;3,2;;
1089;Minorista;0;20/09/2012;30/11/2015;BOGOTA CUNDINAMARCA;10001;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2012;9;3,2;;
A5083;Minorista;0;23/10/2014;2/01/2018;TOLIMA;20004;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2014;10;3,2;;
5201;Minorista;0;10/09/2014;20/11/2017;QUINDIO;20001;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2014;9;3,2;;
4311;Minorista;0;8/02/2013;20/04/2016;SANTANDER;10006;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2013;2;3,2;;
2711;Minorista;0;20/11/2014;31/01/2018;RISARALDA;20008;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2014;11;3,2;;
4054;Mayorista;0;21/10/2009;4/01/2013;CAQUETA;30002;Deserción Tipo V;Niveles bajos de deserción;Inactivo;2009;10;3,3;;
A5981;Mayorista;0;24/08/2017;12/11/2020;ATLANTICO;10005;Deserción Tipo V;Niveles bajos de deserción;Inactivo;2017;8;3,3;;
5984;Minorista;1;21/09/2016;;CASANARE;20014;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Activo;2016;9;3,3;;
5999;Minorista;0;14/02/2017;10/05/2020;BOGOTA CUNDINAMARCA;10001;Deserción Tipo V;Niveles bajos de deserción;Inactivo;2017;2;3,3;;
4276;Minorista;0;3/03/2011;28/05/2014;CASANARE;20014;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2011;3;3,3;;
3817;Mayorista;0;30/03/2010;24/06/2013;CAQUETA;30002;Deserción Tipo V;Niveles bajos de deserción;Inactivo;2010;3;3,3;;
A5839;Mayorista;0;24/03/2016;21/06/2019;SANTANDER;10006;Deserción Tipo V;Niveles bajos de deserción;Inactivo;2016;3;3,3;;
6290;Minorista;0;2/02/2015;3/05/2018;BOGOTA CUNDINAMARCA;10001;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2015;2;3,3;;
4712;Minorista;0;30/07/2012;29/10/2015;BOGOTA CUNDINAMARCA;10001;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2012;7;3,3;;
1870;Minorista;0;27/08/2010;25/11/2013;CAUCA;20009;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2010;8;3,3;;
A4912;Minorista;0;10/10/2013;12/01/2017;BOGOTA COORDINADORA;10001;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2013;10;3,3;;
6090;Minorista;0;17/08/2017;19/11/2020;TOLIMA;20004;Deserción Tipo V;Niveles bajos de deserción;Inactivo;2017;8;3,3;;
4147;Minorista;0;20/09/2012;24/12/2015;QUINDIO;20001;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2012;9;3,3;;
A5062;Mayorista;0;29/09/2014;2/01/2018;ANTIOQUIA;10003;Deserción Tipo V;Niveles bajos de deserción;Inactivo;2014;9;3,3;;
A4939;Mayorista;0;23/12/2013;28/03/2017;ATLANTICO;10005;Deserción Tipo V;Niveles bajos de deserción;Inactivo;2013;12;3,3;;
4168;Minorista;0;8/01/2013;14/04/2016;NORTE DE SANTANDER;20003;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2013;1;3,3;;
4787;Minorista;0;17/09/2012;24/12/2015;RISARALDA;20008;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2012;9;3,3;;
4785;Minorista;0;17/09/2012;24/12/2015;RISARALDA;20008;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2012;9;3,3;;
5971;Minorista;1;7/09/2016;;BOGOTA COORDINADORA;10001;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Activo;2016;9;3,3;;
A4937;Minorista;0;20/12/2013;28/03/2017;CALDAS;20005;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2013;12;3,3;;
A4169;Minorista;0;20/12/2013;28/03/2017;MAGDALENA;30005;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2013;12;3,3;;
6037;Mayorista;0;22/06/2017;30/09/2020;ANTIOQUIA;10003;Deserción Tipo V;Niveles bajos de deserción;Inactivo;2017;6;3,3;;
4779;Minorista;0;13/09/2012;24/12/2015;CESAR;20012;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2012;9;3,3;;
4650;Minorista;0;13/09/2012;24/12/2015;RISARALDA;20008;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2012;9;3,3;;
3609;Mayorista;0;20/09/2000;31/12/2003;CASA MATRIZ;10001;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2000;9;3,3;;
A5040;Mayorista;0;12/08/2014;23/11/2017;BOGOTA CUNDINAMARCA;10001;Deserción Tipo V;Niveles bajos de deserción;Inactivo;2014;8;3,3;;
5997;Mayorista;1;28/08/2016;;RISARALDA;20008;Deserción Tipo V;Niveles bajos de deserción;Activo;2016;8;3,3;;
4586;Minorista;0;23/01/2012;11/05/2015;CAUCA;20009;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2012;1;3,3;;
4584;Minorista;0;23/01/2012;11/05/2015;CAUCA;20009;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2012;1;3,3;;
4582;Minorista;0;23/01/2012;11/05/2015;TOLIMA;20004;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2012;1;3,3;;
4720;Minorista;0;8/01/2013;28/04/2016;BOGOTA CUNDINAMARCA;10001;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2013;1;3,4;;
A4638;Minorista;0;9/07/2012;29/10/2015;ANTIOQUIA;10003;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2012;7;3,4;;
6059;Mayorista;0;10/05/2017;31/08/2020;BOGOTA COORDINADORA;10001;Deserción Tipo V;Niveles bajos de deserción;Inactivo;2017;5;3,4;;
6027;Minorista;0;10/05/2017;31/08/2020;BOGOTA COORDINADORA;10001;Deserción Tipo V;Niveles bajos de deserción;Inactivo;2017;5;3,4;;
A4443;Minorista;0;16/01/2012;11/05/2015;CAUCA;20009;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2012;1;3,4;;
3176;Minorista;0;6/10/2003;29/01/2007;CASANARE;20014;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2003;10;3,4;;
4252;Mayorista;0;11/04/2010;5/08/2013;BOGOTA CUNDINAMARCA;10001;Deserción Tipo V;Niveles bajos de deserción;Inactivo;2010;4;3,4;;
1789;Mayorista;0;1/08/2010;25/11/2013;TOLIMA;20004;Deserción Tipo V;Niveles bajos de deserción;Inactivo;2010;8;3,4;;
2104;Minorista;0;1/08/2010;28/11/2013;BOLIVAR;20002;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2010;8;3,4;;
A4974;Minorista;0;28/03/2014;26/07/2017;CALDAS;20005;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2014;3;3,4;;
4868;Minorista;0;20/12/2012;20/04/2016;SANTANDER;10006;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2012;12;3,4;;
A4540;Minorista;0;23/05/2012;23/09/2015;BOGOTA CUNDINAMARCA;10001;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2012;5;3,4;;
4748;Minorista;0;23/08/2012;24/12/2015;CESAR;20012;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2012;8;3,4;;
5072;Minorista;0;24/12/2013;27/04/2017;CESAR;20012;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2013;12;3,4;;
A5828;Minorista;0;16/02/2016;21/06/2019;HUILA;20007;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2016;2;3,4;;
