Con Vendedor;Tipo canal;Activo;Fecha Vinculación;Fecha retiro;SUCURSAL FINAL;Oficina;Segmentacion;caracteristicas;Estado;Año_Vinculacion;Mes_Vinculacion;Tiempo_Compañia;;
5349;Mayorista;0;11/06/2015;2/01/2018;RISARALDA;20008;Deserción Tipo V;Niveles bajos de deserción;Inactivo;2015;6;2,6;;
5038;Minorista;0;4/10/2014;27/04/2017;CESAR;20012;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2014;10;2,6;;
5884;Minorista;0;9/07/2015;31/01/2018;CORDOBA;20006;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2015;7;2,6;;
3561;Minorista;0;27/05/2000;21/12/2002;TOLIMA;20004;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2000;5;2,6;;
A4422;Minorista;0;21/12/2011;17/07/2014;RISARALDA;20008;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2011;12;2,6;;
6014;Mayorista;1;22/05/2017;;BOGOTA CUNDINAMARCA;10001;Deserción Tipo V;Niveles bajos de deserción;Activo;2017;5;2,6;;
A5909;Mayorista;0;23/11/2016;21/06/2019;BOGOTA CUNDINAMARCA;10001;Deserción Tipo V;Niveles bajos de deserción;Inactivo;2016;11;2,6;;
5153;Minorista;0;7/08/2014;4/03/2017;SANTANDER;10006;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2014;8;2,6;;
A5907;Minorista;0;17/11/2016;21/06/2019;CAUCA;20009;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2016;11;2,6;;
5792;Minorista;0;30/06/2015;31/01/2018;SANTANDER;10006;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2015;6;2,6;;
5781;Minorista;0;30/06/2015;31/01/2018;BOGOTA CUNDINAMARCA;10001;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2015;6;2,6;;
5774;Mayorista;0;30/06/2015;31/01/2018;BOGOTA CUNDINAMARCA;10001;Deserción Tipo V;Niveles bajos de deserción;Inactivo;2015;6;2,6;;
5769;Minorista;0;30/06/2015;31/01/2018;ANTIOQUIA;10003;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2015;6;2,6;;
5759;Mayorista;0;30/06/2015;31/01/2018;BOGOTA COORDINADORA;10001;Deserción Tipo V;Niveles bajos de deserción;Inactivo;2015;6;2,6;;
5736;Minorista;0;30/06/2015;31/01/2018;SUCRE;30006;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2015;6;2,6;;
5735;Minorista;0;30/06/2015;31/01/2018;BOGOTA CUNDINAMARCA;10001;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2015;6;2,6;;
5675;Minorista;0;30/06/2015;31/01/2018;VALLE;10004;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2015;6;2,6;;
5668;Minorista;0;30/06/2015;31/01/2018;VALLE;10004;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2015;6;2,6;;
5639;Mayorista;0;30/06/2015;31/01/2018;BOGOTA CUNDINAMARCA;10001;Deserción Tipo V;Niveles bajos de deserción;Inactivo;2015;6;2,6;;
5628;Minorista;0;30/06/2015;31/01/2018;SANTANDER;10006;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2015;6;2,6;;
5597;Mayorista;0;30/06/2015;31/01/2018;BOGOTA COORDINADORA;10001;Deserción Tipo V;Niveles bajos de deserción;Inactivo;2015;6;2,6;;
5565;Minorista;0;30/06/2015;31/01/2018;BOGOTA CUNDINAMARCA;10001;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2015;6;2,6;;
5551;Minorista;0;30/06/2015;31/01/2018;BOGOTA CUNDINAMARCA;10001;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2015;6;2,6;;
1261;Mayorista;0;30/06/2015;31/01/2018;BOGOTA CUNDINAMARCA;10001;Deserción Tipo V;Niveles bajos de deserción;Inactivo;2015;6;2,6;;
5958;Minorista;0;22/11/2016;27/06/2019;VALLE;10004;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2016;11;2,6;;
5812;Mayorista;0;29/06/2015;31/01/2018;BOGOTA CUNDINAMARCA;10001;Deserción Tipo V;Niveles bajos de deserción;Inactivo;2015;6;2,6;;
5776;Minorista;0;29/06/2015;31/01/2018;BOGOTA CUNDINAMARCA;10001;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2015;6;2,6;;
5760;Minorista;0;29/06/2015;31/01/2018;BOGOTA CUNDINAMARCA;10001;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2015;6;2,6;;
5610;Mayorista;0;29/06/2015;31/01/2018;BOGOTA COORDINADORA;10001;Deserción Tipo V;Niveles bajos de deserción;Inactivo;2015;6;2,6;;
5496;Minorista;0;7/01/2015;11/08/2017;BOGOTA COORDINADORA;10001;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2015;1;2,6;;
2748;Mayorista;0;7/01/2015;11/08/2017;BOGOTA COORDINADORA;10001;Deserción Tipo V;Niveles bajos de deserción;Inactivo;2015;1;2,6;;
A5724;Mayorista;0;27/06/2015;31/01/2018;ATLANTICO;10005;Deserción Tipo V;Niveles bajos de deserción;Inactivo;2015;6;2,6;;
4489;Minorista;0;24/10/2011;30/05/2014;VALLE;10004;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2011;10;2,6;;
4417;Minorista;0;22/08/2011;28/03/2014;BOGOTA CUNDINAMARCA;10001;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2011;8;2,6;;
4951;Minorista;0;24/04/2013;30/11/2015;CESAR;20012;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2013;4;2,6;;
1436;Minorista;0;15/04/2015;20/11/2017;TOLIMA;20004;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2015;4;2,6;;
6045;Minorista;1;11/05/2017;;TOLIMA;20004;Deserción Tipo V;Niveles bajos de deserción;Activo;2017;5;2,6;;
A5970;Mayorista;0;22/06/2017;29/01/2020;BOGOTA CUNDINAMARCA;10001;Deserción Tipo V;Niveles bajos de deserción;Inactivo;2017;6;2,6;;
A3936;Minorista;0;8/02/2013;17/09/2015;SANTANDER;10006;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2013;2;2,6;;
5855;Minorista;0;14/10/2015;22/05/2018;BOGOTA CUNDINAMARCA;10001;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2015;10;2,6;;
6007;Mayorista;1;10/05/2017;;BOGOTA CORREDORES ;10001;Deserción Tipo V;Niveles bajos de deserción;Activo;2017;5;2,6;;
3911;Minorista;0;3/09/2010;12/04/2013;NORTE DE SANTANDER;20003;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2010;9;2,6;;
5368;Minorista;0;9/02/2015;19/09/2017;RISARALDA;20008;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2015;2;2,6;;
3871;Minorista;0;4/02/2013;17/09/2015;HUILA;20007;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2013;2;2,7;;
A4800;Minorista;0;15/03/2013;29/10/2015;ANTIOQUIA;10003;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2013;3;2,7;;
5906;Mayorista;0;10/04/2015;23/11/2017;BOGOTA CUNDINAMARCA;10001;Deserción Tipo V;Niveles bajos de deserción;Inactivo;2015;4;2,7;;
6048;Minorista;1;30/04/2017;;META;20013;Deserción Tipo V;Niveles bajos de deserción;Activo;2017;4;2,7;;
4609;Minorista;0;13/02/2012;3/10/2014;SUCRE;30006;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2012;2;2,7;;
6032;Minorista;0;30/10/2016;21/06/2019;ATLANTICO;10005;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2016;10;2,7;;
5800;Minorista;0;12/06/2015;31/01/2018;META;20013;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2015;6;2,7;;
A5874;Minorista;0;10/05/2016;31/12/2018;TOLIMA;20004;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2016;5;2,7;;
A4791;Minorista;0;3/05/2013;24/12/2015;QUINDIO;20001;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2013;5;2,7;;
5907;Minorista;0;10/06/2015;31/01/2018;VALLE;10004;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2015;6;2,7;;
5407;Minorista;0;10/03/2015;1/11/2017;BOGOTA COORDINADORA;10001;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2015;3;2,7;;
6057;Mayorista;1;24/04/2017;;VALLE;10004;Deserción Tipo V;Niveles bajos de deserción;Activo;2017;4;2,7;;
1894;Mayorista;0;7/01/2015;2/09/2017;BOGOTA CUNDINAMARCA;10001;Deserción Tipo V;Niveles bajos de deserción;Inactivo;2015;1;2,7;;
1348;Mayorista;0;7/01/2015;2/09/2017;BOGOTA CUNDINAMARCA;10001;Deserción Tipo V;Niveles bajos de deserción;Inactivo;2015;1;2,7;;
1919;Minorista;0;31/12/2010;28/08/2013;BOLIVAR;20002;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2010;12;2,7;;
1824;Minorista;0;31/12/2010;28/08/2013;VALLE;10004;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2010;12;2,7;;
2480;Mayorista;0;29/08/2014;27/04/2017;VALLE;10004;Deserción Tipo V;Niveles bajos de deserción;Inactivo;2014;8;2,7;;
A5218;Minorista;0;5/05/2015;2/01/2018;CAUCA;20009;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2015;5;2,7;;
5503;Minorista;0;5/05/2015;2/01/2018;BOGOTA COORDINADORA;10001;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2015;5;2,7;;
5433;Minorista;0;5/05/2015;2/01/2018;BOGOTA CUNDINAMARCA;10001;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2015;5;2,7;;
5420;Minorista;0;5/05/2015;2/01/2018;ATLANTICO;10005;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2015;5;2,7;;
5397;Minorista;0;5/05/2015;2/01/2018;BOGOTA CUNDINAMARCA;10001;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2015;5;2,7;;
6062;Minorista;1;18/04/2017;;BOYACA;20011;Deserción Tipo V;Niveles bajos de deserción;Activo;2017;4;2,7;;
2686;Minorista;0;2/10/2011;2/06/2014;BOLIVAR;20002;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2011;10;2,7;;
6040;Mayorista;1;17/04/2017;;NARIÑO;30004;Deserción Tipo V;Niveles bajos de deserción;Activo;2017;4;2,7;;
A4748;Minorista;0;15/01/2013;17/09/2015;SANTANDER;10006;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2013;1;2,7;;
4394;Minorista;0;27/07/2011;28/03/2014;BOGOTA CUNDINAMARCA;10001;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2011;7;2,7;;
A5898;Minorista;0;18/10/2016;21/06/2019;BOGOTA CUNDINAMARCA;10001;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2016;10;2,7;;
4293;Mayorista;0;23/02/2011;29/10/2013;VALLE;10004;Deserción Tipo V;Niveles bajos de deserción;Inactivo;2011;2;2,7;;
5222;Minorista;0;16/11/2014;24/07/2017;HUILA;20007;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2014;11;2,7;;
3896;Minorista;0;18/03/2015;23/11/2017;BOGOTA CUNDINAMARCA;10001;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2015;3;2,7;;
A4038;Minorista;0;9/03/2010;15/11/2012;VALLE;10004;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2010;3;2,7;;
4385;Minorista;0;18/07/2011;28/03/2014;BOGOTA CUNDINAMARCA;10001;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2011;7;2,7;;
4049;Minorista;0;1/05/2010;9/01/2013;BOGOTA CUNDINAMARCA;10001;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2010;5;2,7;;
5975;Minorista;0;20/04/2016;31/12/2018;CESAR;20012;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2016;4;2,7;;
5162;Minorista;0;17/07/2014;28/03/2017;ARAUCA;30001;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2014;7;2,7;;
5408;Minorista;0;10/03/2015;20/11/2017;CORDOBA;20006;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2015;3;2,7;;
5160;Minorista;0;16/07/2014;28/03/2017;CESAR;20012;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2014;7;2,7;;
A4251;Minorista;0;14/07/2011;28/03/2014;BOGOTA CUNDINAMARCA;10001;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2011;7;2,7;;
3577;Minorista;0;7/04/2000;21/12/2002;TOLIMA;20004;Deserción tipo III;Fecha vinculación inferior o igual a 2007;Inactivo;2000;4;2,7;;
259;Minorista;0;2/10/2011;17/06/2014;ANTIOQUIA;10003;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2011;10;2,7;;
5778;Minorista;0;16/05/2015;31/01/2018;BOGOTA COORDINADORA;10001;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2015;5;2,8;;
1681;Minorista;0;2/10/2011;19/06/2014;SANTANDER;10006;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2011;10;2,8;;
4746;Mayorista;0;21/08/2012;11/05/2015;MAGDALENA;30005;Deserción Tipo V;Niveles bajos de deserción;Inactivo;2012;8;2,8;;
4391;Mayorista;0;13/05/2015;31/01/2018;BOGOTA CUNDINAMARCA;10001;Deserción Tipo V;Niveles bajos de deserción;Inactivo;2015;5;2,8;;
3915;Minorista;0;13/05/2015;31/01/2018;NORTE DE SANTANDER;20003;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2015;5;2,8;;
A3945;Mayorista;0;26/06/2013;18/03/2016;BOGOTA CUNDINAMARCA;10001;Deserción Tipo V;Niveles bajos de deserción;Inactivo;2013;6;2,8;;
6025;Mayorista;0;28/09/2016;21/06/2019;BOGOTA CUNDINAMARCA;10001;Deserción Tipo V;Niveles bajos de deserción;Inactivo;2016;9;2,8;;
5724;Mayorista;0;11/05/2015;31/01/2018;BOGOTA CUNDINAMARCA;10001;Deserción Tipo V;Niveles bajos de deserción;Inactivo;2015;5;2,8;;
4149;Minorista;0;8/12/2010;30/08/2013;ATLANTICO;10005;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2010;12;2,8;;
A5894;Minorista;0;26/09/2016;21/06/2019;BOGOTA COORDINADORA;10001;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2016;9;2,8;;
6023;Mayorista;0;25/09/2016;21/06/2019;BOGOTA CORREDORES ;10001;Deserción Tipo V;Niveles bajos de deserción;Inactivo;2016;9;2,8;;
5819;Minorista;0;7/05/2015;31/01/2018;VALLE;10004;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2015;5;2,8;;
5141;Mayorista;0;8/05/2014;2/02/2017;GUAJIRA;20010;Deserción Tipo V;Niveles bajos de deserción;Inactivo;2014;5;2,8;;
A5446;Minorista;0;5/05/2015;31/01/2018;BOGOTA COORDINADORA;10001;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2015;5;2,8;;
5846;Minorista;0;5/05/2015;31/01/2018;VALLE;10004;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2015;5;2,8;;
5637;Mayorista;0;5/05/2015;31/01/2018;BOGOTA CUNDINAMARCA;10001;Deserción Tipo V;Niveles bajos de deserción;Inactivo;2015;5;2,8;;
5590;Mayorista;0;5/05/2015;31/01/2018;BOGOTA CUNDINAMARCA;10001;Deserción Tipo V;Niveles bajos de deserción;Inactivo;2015;5;2,8;;
4323;Minorista;0;20/05/2014;17/02/2017;SANTANDER;10006;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2014;5;2,8;;
5257;Mayorista;0;31/03/2015;2/01/2018;BOGOTA COORDINADORA;10001;Deserción Tipo V;Niveles bajos de deserción;Inactivo;2015;3;2,8;;
6141;Minorista;0;19/12/2017;24/09/2020;NARIÑO;30004;Deserción Tipo V;Niveles bajos de deserción;Inactivo;2017;12;2,8;;
6017;Minorista;0;13/09/2016;21/06/2019;BOLIVAR;20002;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2016;9;2,8;;
6069;Minorista;1;8/03/2017;;PUTUMAYO;30003;Deserción Tipo V;Niveles bajos de deserción;Activo;2017;3;2,8;;
6020;Mayorista;1;7/03/2017;;BOGOTA CUNDINAMARCA;10001;Deserción Tipo V;Niveles bajos de deserción;Activo;2017;3;2,8;;
4923;Minorista;0;13/03/2013;24/12/2015;CESAR;20012;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2013;3;2,8;;
645;Mayorista;0;14/01/2013;28/10/2015;BOGOTA CUNDINAMARCA;10001;Deserción Tipo V;Niveles bajos de deserción;Inactivo;2013;1;2,8;;
5200;Mayorista;0;19/03/2015;2/01/2018;VALLE;10004;Deserción Tipo V;Niveles bajos de deserción;Inactivo;2015;3;2,8;;
4710;Minorista;0;24/07/2012;11/05/2015;CESAR;20012;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2012;7;2,8;;
4709;Minorista;0;24/07/2012;11/05/2015;MAGDALENA;30005;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2012;7;2,8;;
320;Minorista;0;9/03/2010;24/12/2012;BOYACA;20011;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2010;3;2,8;;
A4900;Mayorista;0;10/01/2013;29/10/2015;BOGOTA CUNDINAMARCA;10001;Deserción Tipo V;Niveles bajos de deserción;Inactivo;2013;1;2,8;;
6028;Mayorista;1;27/02/2017;;BOGOTA CUNDINAMARCA;10001;Deserción Tipo V;Niveles bajos de deserción;Activo;2017;2;2,8;;
6001;Minorista;1;27/02/2017;;BOYACA;20011;Deserción Tipo V;Niveles bajos de deserción;Activo;2017;2;2,8;;
3739;Mayorista;0;6/01/2011;29/10/2013;PUTUMAYO;30003;Deserción Tipo V;Niveles bajos de deserción;Inactivo;2011;1;2,9;;
6004;Minorista;1;22/02/2017;;CESAR;20012;Deserción Tipo V;Niveles bajos de deserción;Activo;2017;2;2,9;;
A5962;Mayorista;0;6/06/2017;30/03/2020;CESAR;20012;Deserción Tipo V;Niveles bajos de deserción;Inactivo;2017;6;2,9;;
4908;Mayorista;0;2/02/2013;30/11/2015;META;20013;Deserción Tipo V;Niveles bajos de deserción;Inactivo;2013;2;2,9;;
2297;Minorista;0;31/12/2010;29/10/2013;BOLIVAR;20002;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2010;12;2,9;;
5985;Minorista;1;16/02/2017;;CASANARE;20014;Deserción Tipo V;Niveles bajos de deserción;Activo;2017;2;2,9;;
5046;Minorista;0;23/10/2013;22/08/2016;META;20013;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2013;10;2,9;;
6049;Minorista;1;14/02/2017;;BOGOTA CUNDINAMARCA;10001;Deserción Tipo V;Niveles bajos de deserción;Activo;2017;2;2,9;;
6021;Minorista;0;9/02/2017;12/12/2019;HUILA;20007;Deserción Tipo V;Niveles bajos de deserción;Inactivo;2017;2;2,9;;
4918;Minorista;0;21/02/2013;24/12/2015;RISARALDA;20008;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2013;2;2,9;;
6041;Mayorista;1;12/02/2017;;BOGOTA COORDINADORA;10001;Deserción Tipo V;Niveles bajos de deserción;Activo;2017;2;2,9;;
6005;Mayorista;1;12/02/2017;;BOGOTA COORDINADORA;10001;Deserción Tipo V;Niveles bajos de deserción;Activo;2017;2;2,9;;
6010;Minorista;0;15/08/2016;21/06/2019;BOGOTA COORDINADORA;10001;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2016;8;2,9;;
5240;Minorista;0;22/12/2014;27/10/2017;MAGDALENA;30005;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2014;12;2,9;;
3028;Mayorista;0;15/10/2009;21/08/2012;META;20013;Deserción Tipo V;Niveles bajos de deserción;Inactivo;2009;10;2,9;;
4528;Minorista;0;23/11/2011;3/10/2014;SANTANDER;10006;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2011;11;2,9;;
5751;Minorista;0;9/01/2015;20/11/2017;CALDAS;20005;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2015;1;2,9;;
4348;Minorista;0;16/05/2011;28/03/2014;BOGOTA CUNDINAMARCA;10001;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2011;5;2,9;;
4031;Minorista;0;14/10/2011;26/08/2014;BOLIVAR;20002;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2011;10;2,9;;
5396;Minorista;0;19/02/2015;2/01/2018;BOYACA;20011;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2015;2;2,9;;
4998;Minorista;0;8/02/2013;24/12/2015;HUILA;20007;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2013;2;2,9;;
4922;Minorista;0;8/02/2013;24/12/2015;GUAJIRA;20010;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2013;2;2,9;;
4032;Mayorista;0;26/02/2015;11/01/2018;CAUCA;20009;Deserción Tipo V;Niveles bajos de deserción;Inactivo;2015;2;2,9;;
1482;Mayorista;0;14/01/2013;30/11/2015;CASA MATRIZ;10001;Deserción tipo I;No es minorista, esta entre 2008-2016 y es si casa matriz;Inactivo;2013;1;2,9;;
1053;Minorista;0;14/01/2013;30/11/2015;CASA MATRIZ;10001;Deserción tipo II;Es casa matriz, minorista y del 2007-2016;Inactivo;2013;1;2,9;;
6009;Minorista;1;30/01/2017;;ARAUCA;30001;Deserción Tipo V;Niveles bajos de deserción;Activo;2017;1;2,9;;
A5439;Minorista;0;7/01/2015;23/11/2017;BOGOTA COORDINADORA;10001;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2015;1;2,9;;
5784;Minorista;0;7/01/2015;23/11/2017;BOGOTA COORDINADORA;10001;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2015;1;2,9;;
5695;Minorista;0;7/01/2015;23/11/2017;BOGOTA CUNDINAMARCA;10001;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2015;1;2,9;;
5587;Mayorista;0;7/01/2015;23/11/2017;BOGOTA COORDINADORA;10001;Deserción Tipo V;Niveles bajos de deserción;Inactivo;2015;1;2,9;;
5574;Minorista;0;7/01/2015;23/11/2017;BOGOTA CUNDINAMARCA;10001;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2015;1;2,9;;
5557;Minorista;0;7/01/2015;23/11/2017;BOGOTA CUNDINAMARCA;10001;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2015;1;2,9;;
5547;Minorista;0;7/01/2015;23/11/2017;BOGOTA COORDINADORA;10001;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2015;1;2,9;;
5535;Minorista;0;7/01/2015;23/11/2017;BOGOTA COORDINADORA;10001;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2015;1;2,9;;
5530;Minorista;0;7/01/2015;23/11/2017;BOGOTA COORDINADORA;10001;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2015;1;2,9;;
5514;Minorista;0;7/01/2015;23/11/2017;BOGOTA CUNDINAMARCA;10001;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2015;1;2,9;;
5506;Mayorista;0;7/01/2015;23/11/2017;BOGOTA COORDINADORA;10001;Deserción Tipo V;Niveles bajos de deserción;Inactivo;2015;1;2,9;;
5501;Minorista;0;7/01/2015;23/11/2017;BOGOTA COORDINADORA;10001;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2015;1;2,9;;
5493;Minorista;0;7/01/2015;23/11/2017;BOGOTA COORDINADORA;10001;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2015;1;2,9;;
1097;Mayorista;0;7/01/2015;23/11/2017;BOGOTA COORDINADORA;10001;Deserción Tipo V;Niveles bajos de deserción;Inactivo;2015;1;2,9;;
4925;Minorista;0;17/03/2012;2/02/2015;ATLANTICO;10005;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2012;3;2,9;;
1860;Minorista;0;6/01/2011;25/11/2013;PUTUMAYO;30003;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2011;1;2,9;;
A5250;Minorista;0;18/01/2015;9/12/2017;META;20013;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2015;1;2,9;;
5249;Minorista;0;15/01/2015;9/12/2017;META;20013;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2015;1;2,9;;
4823;Minorista;0;29/10/2012;23/09/2015;BOGOTA CUNDINAMARCA;10001;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2012;10;2,9;;
4210;Minorista;0;3/05/2014;28/03/2017;NARIÑO;30004;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2014;5;2,9;;
A4549;Minorista;0;13/06/2012;11/05/2015;NARIÑO;30004;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2012;6;3,0;;
5843;Minorista;0;6/03/2015;31/01/2018;ANTIOQUIA;10003;Deserción Tipo IV;Minorista, vinculación 2008-2016, no es casa matriz;Inactivo;2015;3;3,0;;
